ticker,category,days_of_data,ytd_return_pct,annualized_volatility_pct,current_price,avg_daily_volume,month_change_pct
ADT,STOCK,163,25.50143266475644,28.54809672578188,8.76,14819480.950920245,
OPAD,LEVERAGED,163,25.3731343283582,213.410974182672,3.36,1837478.5644171776,
BBAI,STOCK,163,24.81751824817517,141.86658651404903,5.13,87200731.97546013,
AFRM,STOCK,163,24.124140137578,80.50655105784654,77.59,7123335.116564417,
F,STOCK,163,23.41968911917098,33.227709105076826,11.91,97669236.0429448,
VEA,STOCK,163,23.15590947191954,18.505435447273115,58.77,12833943.055214724,
INTC,STOCK,163,22.8981206726014,64.58557891918963,24.85,99494019.98773006,
JNJ,STOCK,163,22.75378419663934,21.75856396274216,176.79,9011402.245398773,
FL,STOCK,163,22.150438394093204,119.3902363771954,26.47,4649856.165644172,
EFA,STOCK,163,21.67219641672198,19.04982800292392,91.68,14463542.944785276,
MSFT,STOCK,163,21.06168474365713,27.107807742069397,506.74,22324853.331288345,
ABEV,STOCK,163,20.765027322404364,28.16183725749027,2.21,32633819.08588957,
TOST,STOCK,163,20.560747663551396,48.54894330399958,43.86,7321670.736196319,
EEM,ETF,163,19.51628352490421,19.320050816693097,49.91,25958372.62576687,
UNIT,STOCK,163,19.45945945945946,94.95011793338657,6.63,2322275.662576687,
IEMG,STOCK,163,19.221177824669088,19.013143434395214,62.15,10238877.99386503,
LYFT,STOCK,163,19.047619047619044,61.38763735242776,16.25,18132684.355828226,
TSM,STOCK,163,18.70721301716439,44.58942078716834,239.29,14852207.435582822,
IQ,STOCK,163,18.5929648241206,64.77931993339361,2.36,28604353.233128835,
OKTA,STOCK,163,18.01344665736395,53.60922965780129,93.03,3695396.392638037,
EXC,STOCK,163,17.870419543282008,20.765351222671217,44.39,7307381.754601227,
RF,STOCK,163,17.841788478073937,31.957572593983883,27.41,10379333.680981595,
WFC,STOCK,163,17.53811084200029,31.601803886665785,82.5,17137811.570552148,
VICI,STOCK,163,16.419454984477415,20.29450463233322,33.75,6919293.4601227,
FCX,STOCK,163,15.813093980992592,49.81841512384377,43.87,15620445.73619632,
CSCO,STOCK,163,15.80372250423011,25.58425391907104,68.44,21430662.932515334,
TQQQ,LEVERAGED,163,15.782780109373029,79.63557719446305,91.04,81698607.92638037,
VALE,STOCK,163,15.427927927927918,31.918864588682688,10.25,36933314.503067486,
KSS,STOCK,163,15.253029223093389,103.39790083943952,16.17,11444561.932515338,
IBIT,STOCK,163,14.953946180242012,42.16033791930652,63.65,45518727.35582822,
KEY,STOCK,163,14.19316843345112,34.51665044416309,19.39,17557830.932515338,
FHN,STOCK,163,14.14999999999999,34.5419948411265,22.83,6692373.251533742,
MSTR,CRYPTO,163,14.016199460018004,82.05761330493685,342.06,15272088.760736195,
WBD,LEVERAGED,163,13.977485928705445,57.16597518698402,12.15,46792808.04294479,
BAC,STOCK,163,13.75028223075187,30.20676243197978,50.38,42037265.55214724,
CLF,STOCK,163,13.10272536687631,80.9096106306137,10.79,24942874.680981595,
QQQ,ETF,163,12.398330164827623,26.87171050653462,573.49,44765161.87730061,
XLF,ETF,163,11.553619580999792,21.61547777650931,53.78,44233014.0,
KO,STOCK,163,11.303363518758076,18.86604235592648,68.83,16745057.153374232,
SCHX,STOCK,163,10.712742980561558,21.77979479770608,25.63,11742926.484662578,
SPLG,STOCK,163,10.644176239639387,21.679116481625076,76.09,9688293.411042944,
SPY,ETF,163,10.60310618500274,22.76229945485974,646.63,69027314.18404908,
CVE,STOCK,163,10.58131939908556,43.86911666356188,16.93,12185420.208588958,
KRE,STOCK,163,10.170911528150134,30.221272276523678,65.75,14112201.28220859,
VZ,STOCK,163,10.096990798308884,22.142794947160372,44.27,21293780.47239264,
HBAN,STOCK,163,9.605911330049276,32.77351078103318,17.8,25608486.392638035,
GOOGL,STOCK,163,9.528585757271806,32.83962801416244,207.48,36186041.08588957,
GOOG,STOCK,163,9.22205319204743,32.47138910406189,208.21,23672034.785276078,
CNH,STOCK,163,8.836789900811546,39.28485306920033,12.07,17697962.26993865,
CVX,STOCK,163,8.540658441824007,27.47031190553861,159.24,9332129.245398773,
EQT,STOCK,163,8.447729672650475,40.82367661998765,51.35,8303576.392638037,
RSP,STOCK,163,8.087225274725272,19.71404871422636,188.85,10129457.607361965,
TFC,STOCK,163,7.96215093468729,32.04639039176133,46.78,8490014.81595092,
WMT,STOCK,163,6.755555555555554,26.986943495037885,96.08,19164246.21472393,
IWM,ETF,163,6.692592927557209,24.99189144497724,235.94,32862964.7607362,
HPE,STOCK,163,5.868653935724274,49.18644798788001,22.73,18766420.699386504,
AGNC,STOCK,163,5.603448275862084,23.59935876301768,9.8,25151040.65644172,
XOM,STOCK,163,5.0694250302860855,25.974830391922094,112.75,16685927.846625768,
GRAB,STOCK,163,4.430379746835443,56.56521094519954,4.95,35901354.26993865,
DNN,STOCK,163,4.3269230769230695,63.39007226890726,2.17,77878319.66257669,
AMZN,STOCK,163,4.041413132322226,36.29695899284536,229.12,44138495.44785276,
QCOM,STOCK,163,3.989846394168201,40.26087923758551,159.77,8342101.852760736,
XLP,STOCK,163,3.062396325124398,15.166832459908242,80.77,14269857.662576688,
LQD,LEVERAGED,163,2.976134768366876,7.514546613255681,110.03,27271926.22085889,
XLE,STOCK,163,2.9540733902607923,27.776840286419876,89.22,17644514.386503067,
WMB,STOCK,163,2.881173944166069,28.970450409200083,57.49,7689759.730061349,
HLN,STOCK,163,2.860169491525438,24.21005406079761,9.71,12784939.417177914,
AIFF,STOCK,163,2.734374999999994,263.5485482381634,2.63,4498019.435582822,
HYG,ETF,163,2.701674277016737,6.596496616765172,80.97,40907656.17791411,
ETSY,STOCK,163,2.485407644511392,48.676421128351656,54.43,4882705.220858896,
VCSH,STOCK,163,2.3452518262206823,2.772089567105424,79.86,4786426.773006135,
SCHD,LEVERAGED,163,2.2377109317681563,18.493209989057373,27.87,16579770.122699387,
USHY,STOCK,163,2.224633749321759,6.659074421419792,37.68,12815710.312883437,
USB,STOCK,163,1.8804847471792696,30.449562817512348,48.76,10547948.680981595,
SOXL,LEVERAGED,163,1.8431514275388436,128.32092093685162,28.18,139214464.0245399,
CLSK,STOCK,163,1.375661375661384,85.11066162247596,9.58,24962779.773006134,
CSX,STOCK,163,1.1815920398010031,25.66468798961845,32.54,17110121.932515338,
HST,STOCK,163,0.9883720930232656,32.968117655540205,17.37,9818674.484662578,
TNA,STOCK,163,0.882844189930815,74.91417501916794,42.28,14834038.110429447,
HPP,STOCK,163,0.0,64.04217903490054,2.86,5136857.490797546,
CNQ,STOCK,163,-0.2232142857142866,32.719144731965926,31.29,6470608.153374233,
RIVN,STOCK,163,-0.2264150943396178,59.619009678805554,13.22,33856134.58895706,
BEKE,STOCK,163,-0.3919372900335962,45.65279376406859,17.79,8585007.748466257,
XLV,STOCK,163,-0.4650824794709794,18.87008018933259,136.97,11438079.889570553,
CRML,STOCK,163,-0.6106870229007639,179.4533219015716,6.51,3223001.26993865,
TLT,ETF,163,-1.0505881009477989,13.212744999247375,86.65,38443356.13496933,
PEP,STOCK,163,-1.7109380201052005,24.51599574509574,147.64,8487584.766871165,
CORZ,STOCK,163,-1.9337016574585717,94.59296679827531,14.2,16561499.386503069,
ERIC,STOCK,163,-1.9826517967781925,35.34458144498628,7.91,20592380.29447853,
KVUE,STOCK,163,-2.490601503759404,26.59631332428057,20.75,17331970.846625768,
NOK,STOCK,163,-3.1390134529147917,30.71038129051924,4.32,19894096.607361965,
IONQ,STOCK,163,-3.897911832946635,122.52544841186533,41.42,22525041.44785276,
NCLH,STOCK,163,-4.012345679012356,55.75050976582791,24.88,14111043.220858896,
IPG,STOCK,163,-4.30145751866334,32.83617289310604,26.92,6918830.263803681,
ACHR,STOCK,163,-4.388714733542319,94.94517925806556,9.15,32722728.392638035,
KMI,STOCK,163,-4.553539665599435,27.98462148462332,26.83,14564319.337423312,
HIVE,STOCK,163,-4.854368932038832,73.72949022183883,2.94,14827774.779141104,
SBUX,STOCK,163,-4.893132255614631,37.34380833975509,87.66,10422815.503067484,
AAPL,STOCK,163,-5.478777937256504,37.31560514531998,230.49,57041200.17791411,
GAP,STOCK,163,-5.548496399830575,62.89914645099056,22.3,8915152.91411043,
PFE,STOCK,163,-5.787298008267565,25.923623579484985,25.07,45115143.33742331,
LUMN,STOCK,163,-6.060606060606073,69.9309257163308,5.27,12189868.81595092,
TLRY,STOCK,163,-6.1643835616438265,118.4917877045,1.37,42367478.073619634,
AUR,STOCK,163,-6.22950819672131,104.53035049464329,5.72,19583092.7607362,
SLB,STOCK,163,-6.302083333333338,40.166222345402495,35.98,16167667.423312884,
KDP,STOCK,163,-6.423173803526456,26.698140013578275,29.72,12511914.429447852,
TSLA,STOCK,163,-7.825353300991339,70.52874539952784,349.6,104313119.59509204,
PBR,STOCK,163,-7.854984894259825,33.14659070035795,12.2,21132743.300613496,
MARA,CRYPTO,163,-7.902382335851256,81.44303436115247,15.85,42708965.38650307,
IBRX,STOCK,163,-8.949416342412452,93.7223041552047,2.34,7890878.490797546,
AMCR,STOCK,163,-8.983957219251336,27.97784859128038,8.51,29096160.196319018,
KHC,STOCK,163,-9.35976600584985,25.923651271508454,27.89,12339697.27607362,
CMCSA,STOCK,163,-9.647247461250666,28.675996667138893,33.81,24182457.644171774,
ET,STOCK,163,-10.857432775240996,30.57291579659267,17.57,15447784.55214724,
DOC,STOCK,163,-11.210317460317468,24.90286458728781,17.9,6104885.503067485,
LKQ,STOCK,163,-11.479028697571756,37.98759536323094,32.08,2759886.4846625766,
BTBT,STOCK,163,-12.179487179487175,95.78004403358766,2.74,24209750.4601227,
PATH,STOCK,163,-13.843774168600149,48.24994826849308,11.14,11607881.760736195,
BITO,STOCK,163,-14.658803706823914,44.33019376782254,20.26,8429203.067484662,
MRK,STOCK,163,-15.226378945245548,30.649192271644655,84.07,15312955.404907975,
TEVA,STOCK,163,-15.258215962441312,45.4293264747341,18.05,12135856.901840491,
CCCS,STOCK,163,-15.258620689655167,31.56371729833019,9.83,7521787.067484663,
VTRS,STOCK,163,-16.10305958132045,38.85688805785809,10.42,12720708.82822086,
BMY,STOCK,163,-16.129600281739737,29.520513329707672,47.63,13212517.969325151,
HPQ,STOCK,163,-16.507545426547583,39.390566841513504,27.11,8264957.650306748,
BITF,STOCK,163,-16.77018633540373,85.34112944110916,1.34,25898515.785276078,
BTE,STOCK,163,-17.735849056603765,66.6367901691573,2.18,40001616.52760736,
LABD,LEVERAGED,163,-18.08972503617945,88.18593804844373,5.66,14795791.797546012,
WU,LEVERAGED,163,-18.103448275862057,32.371740476772736,8.55,7472109.981595092,
TSLS,STOCK,163,-18.26697892271661,70.48049882755119,6.98,18046947.773006134,
PYPL,STOCK,163,-19.18078440473428,40.41595969771784,69.65,11094839.441717792,
HAL,STOCK,163,-19.581680490443564,45.67730208531916,22.3,13585530.950920245,
RIG,STOCK,163,-19.74683544303798,68.15399745677905,3.17,35600163.76687117,
PACK,STOCK,163,-20.501474926253696,97.61795763362792,5.39,619005.018404908,
ECX,STOCK,163,-20.79207920792079,120.89299640395188,1.6,4241259.797546012,
QUBT,STOCK,163,-21.03439082911223,158.1527195252713,14.81,23788519.9202454,
SDS,STOCK,163,-21.851289833080425,43.14530853725261,15.45,14153169.061349694,
GIS,STOCK,163,-22.48977022348127,24.56721275537232,49.25,5612091.312883436,
AAL,STOCK,163,-22.76470588235294,61.29845876571031,13.13,57218405.6993865,
RAY,STOCK,163,-22.794117647058822,206.58733438774252,1.05,2930338.0858895704,
RGTI,STOCK,163,-23.05,158.31524195423842,15.39,69101669.03680982,
INFY,STOCK,163,-23.253757736516363,26.812770387625257,17.36,12737763.625766871,
CPB,STOCK,163,-23.649773970973108,27.043425419781336,32.09,4301481.687116564,
S,STOCK,163,-24.014178112538776,47.45011618918752,17.15,5745794.883435583,
PCG,STOCK,163,-24.637681159420296,33.98290835285814,15.08,23654711.662576687,
CMG,STOCK,163,-28.786107864418103,36.58865765022273,42.65,14200289.803680982,
JBLU,LEVERAGED,163,-29.278074866310167,78.12882428304879,5.29,23886473.86503068,
AMC,STOCK,163,-29.353233830845767,59.4221341841662,2.84,10687079.098159509,
PLUG,STOCK,163,-30.47210300429185,113.306411603265,1.62,85337090.9815951,
VFC,STOCK,163,-30.64066852367688,78.55685848796507,14.94,8792817.509202454,
CAG,STOCK,163,-30.75533068305024,26.24546879852616,19.16,8060509.104294479,
TZA,STOCK,163,-30.8108108108108,74.9614958727077,8.96,24556511.53374233,
LCID,LEVERAGED,163,-31.353135313531343,81.44410355718705,2.08,115213791.6380368,
MSTU,LEVERAGED,163,-31.941031941031945,161.29128149261703,5.54,57035976.73619632,
RXRX,STOCK,163,-32.17753120665742,96.438073793345,4.89,24580986.50306749,
CFLT,STOCK,163,-33.27433628318583,77.98648176161477,18.85,6639521.932515337,
SPXS,LEVERAGED,163,-34.12322274881517,64.94194442180489,4.17,69802894.0,
MRVL,STOCK,163,-34.140542444522715,71.99633035177109,74.79,18219405.595092025,
SPXU,LEVERAGED,163,-34.359876814782226,64.56523672490314,14.92,17560649.196319018,
NVDD,LEVERAGED,163,-35.24720893141946,55.35032900829653,4.06,14106847.981595092,
NVO,STOCK,163,-35.51188299817184,54.21238662355263,56.44,11783788.81595092,
FAZ,STOCK,163,-36.03744149765991,66.07298634527862,4.1,26239498.12883436,
ULTY,STOCK,163,-36.28318584070796,35.54160261978938,5.76,12184437.147239264,
UAA,STOCK,163,-37.77777777777778,57.16904081876881,5.04,13322850.116564415,
AVTR,STOCK,163,-37.783018867924525,54.10082216163386,13.19,10904956.404907975,
SNAP,STOCK,163,-37.81138790035587,64.1931560951188,6.99,37347673.63803681,
COTY,STOCK,163,-38.775510204081634,57.417248040398405,4.2,8256993.527607362,
TSLY,STOCK,163,-39.74739970282319,60.58762522649084,8.11,13497064.294478528,
UNH,STOCK,163,-39.76729896335058,55.0661773505204,303.88,12848243.26993865,
MRNA,STOCK,163,-40.238095238095234,71.20120932121871,25.1,10746525.55214724,
SOUN,STOCK,163,-40.92261904761904,111.08303253831104,11.91,41610383.93251534,
TSLG,STOCK,163,-43.39781328847771,140.7860498457094,6.73,4960683.3742331285,
SQQQ,LEVERAGED,163,-43.74601148691768,79.42573878937421,17.63,93357129.44785276,
TSLL,LEVERAGED,163,-44.19181479950393,140.57199457780214,13.5,163576337.25153375,
HKPD,LEVERAGED,155,-44.32624113475177,147.4522238746614,1.57,1909162.058064516,
UVXY,STOCK,163,-44.39252336448597,122.90513032346092,11.9,19556956.41717792,
DJT,STOCK,163,-47.325102880658434,72.31086705297305,17.92,7565640.312883436,
CGC,STOCK,163,-47.56944444444444,118.18751455874607,1.51,10399255.509202454,
CONY,STOCK,163,-48.47356664184661,67.13740535276062,6.92,8148197.785276074,
CNC,STOCK,163,-52.33845645347876,62.894320925282656,28.84,8748839.865030674,
TSLQ,STOCK,163,-54.12782956058588,141.0345061677737,13.78,21573244.055214725,
TSLZ,LEVERAGED,163,-55.6350626118068,140.88261682586057,1.24,83286849.28220859,
PLTD,LEVERAGED,163,-65.75225032147449,75.88454623386272,7.99,6197404.809815951,
UVIX,STOCK,163,-66.0056657223796,163.32085269567068,12.0,10321157.271165645,
CAN,STOCK,163,-66.22522522522523,107.3830873669826,0.7498,27536822.40490797,
IBIO,STOCK,163,-66.64876033057851,129.5939348796554,0.8071,1545199.7607361963,
NVD,LEVERAGED,163,-66.70208997520368,110.9299287045752,9.4,8410449.736196319,
IXHL,STOCK,163,-66.73449131513647,934.3694869520552,0.6703,65637318.04294479,
NVDQ,STOCK,163,-67.78846153846155,111.32283949111658,1.005,40898281.04294479,
NVOX,STOCK,163,-69.05532083443359,108.22539237757896,3.75,2073418.220858896,
SOXS,LEVERAGED,163,-69.9367088607595,129.28526738226952,6.65,103002682.06748466,
MRKR,STOCK,163,-70.44339622641509,112.67572483494186,0.9399,820354.6932515338,
VRAX,STOCK,163,-73.08597285067874,94.01776159575996,0.5948,331571.1717791411,
JDST,STOCK,163,-73.91771019677996,76.49648109310732,7.29,3721454.644171779,
MSTZ,STOCK,163,-81.03382013835511,162.52906723745215,4.935,34235986.134969324,
PTHL,STOCK,163,-82.7338129496403,197.03838089440063,0.72,989403.5950920244,
ETHD,CRYPTO,163,-84.44976076555024,157.5740640741448,3.25,3816834.282208589,
NUKK,STOCK,163,-84.87071977638014,147.25514098321014,4.33,735407.736196319,
GDXD,LEVERAGED,163,-87.98657718120805,105.37503220684935,1.79,7584213.36196319,
STKH,STOCK,163,-91.02619047619046,142.36473730307753,0.7538,918501.2858895704,
VCIG,STOCK,163,-97.493993993994,160.54400574401924,0.8345,2352143.8773006136,
HOLO,STOCK,163,-97.98275862068964,179.03138489569668,4.68,2293282.3210122697,
COMM,STOCK,41,92.96969696969697,218.44462846655878,15.92,8042015.4878048785,109.74967061923584
SRPT,STOCK,41,4.84988452655889,136.50169713032366,18.16,15489270.804878049,33.38229893499816
AYRO,STOCK,35,4.0289165123865,120.98956567121735,7.08,59777.22857142857,12.918660287081348
CDNA,STOCK,41,-24.932249322493224,108.30701220098166,13.85,1879397.8292682928,6.374807987711215
MDB,STOCK,41,51.55944955002144,107.0114604061516,318.29,3178939.8292682925,41.906863728571764
ICHR,STOCK,41,-24.576659038901603,106.86718794927938,16.48,870920.9024390244,-23.950161513613295
DNA,STOCK,41,-2.907488986784142,106.4611765266388,11.02,1670825.780487805,-17.453183520599254
ALGN,STOCK,41,-29.236960222875723,99.20520983121499,137.16,1751372.5853658537,-29.32082860970834
GTBIF,STOCK,41,60.16016016016016,97.60872714396204,8.8,768330.8780487805,49.86376021798367
UI,STOCK,41,26.470447475472604,91.63312645479823,528.52,155469.41463414635,20.16187704619862
TDW,STOCK,41,21.862684090437668,88.30778724515173,58.75,908417.5853658536,19.120032441200323
UTHR,STOCK,41,39.4021832707738,87.01160750157285,404.81,682844.2195121951,35.89244351941993
ARWR,STOCK,41,52.49406175771971,82.69995027728689,25.68,2391055.2439024393,71.65775401069517
NBR,STOCK,41,16.750629722921904,76.00258909025533,37.08,539583.4146341464,14.941103533787976
RARE,STOCK,41,-19.136581671295126,75.35564150793269,32.03,2378158.1219512196,21.142208774583963
PTON,STOCK,41,14.541213063763617,75.2454903377075,7.365,13191538.951219512,13.482280431432974
IDXX,STOCK,41,17.209839431043353,75.2077353842113,639.45,619475.268292683,20.197368421052637
CHPT,STOCK,41,-23.132080883407422,74.56432098556019,10.72,768420.4451219513,-16.14518147684606
NVCR,STOCK,41,-27.827116637063355,73.61590965570105,12.19,1666358.780487805,-25.214723926380373
CRSP,STOCK,41,2.871654620042975,72.36972250815434,52.66,3134912.2682926827,-20.12740785681785
TIGR,STOCK,41,35.08771929824563,70.52596297633349,12.32,6662829.87804878,12.204007285974496
ACB,STOCK,41,16.704288939051924,70.2996422066558,5.17,1509228.6829268292,2.3762376237623783
NTLA,STOCK,41,11.219512195121954,68.60713616806281,11.4,4564413.1707317075,-15.492957746478872
SHOP,STOCK,41,19.183953368763927,66.24743522329133,139.04,8173194.756097561,12.391884245412658
WST,STOCK,41,10.050568900126432,64.97457518829121,243.74,693413.2926829269,11.347647327546827
SNOW,STOCK,41,3.458966296115861,62.21834571342206,233.6,5322905.341463415,10.058892815076558
SNOW,STOCK,41,3.458966296115861,62.21834571342206,233.6,5322905.341463415,10.058892815076558
SSRM,STOCK,41,48.3271375464684,61.661287136677764,19.95,3057670.1707317075,55.011655011655016
HMY,STOCK,41,-2.9891304347826173,60.82329144091377,14.28,3935093.0,-4.990019960079841
BILL,STOCK,41,-1.6003369130343337,59.876719896919774,46.73,3144353.0975609757,1.4326025613197233
TWST,STOCK,41,-26.271424557459973,59.78430808850611,26.24,1460205.487804878,-26.765280491208486
VCYT,STOCK,41,14.312832194381167,59.54108754446394,30.11,1660948.9512195121,28.073160357294757
SE,STOCK,41,18.311164052676848,59.27176587715436,178.78,4516880.707317073,15.476036687766445
FSLY,STOCK,41,5.6737588652482325,57.82524189388896,7.45,2556696.463414634,3.7604456824512598
VRTX,STOCK,41,-12.71413334494243,57.77498522564639,401.0,1846483.4146341463,-14.7044434518112
TER,STOCK,41,33.13831548736063,57.56358533842818,120.61,4132784.6341463416,28.71931696905016
